,ADANIPORTS,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJFINANCE,BPCL,BRITANNIA,CIPLA,COALINDIA,DRREDDY,EICHERMOT,GAIL,GRASIM,HCLTECH,HDFCBANK,HDFC,HEROMOTOCO,HINDALCO,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,IOC,ITC,JSWSTEEL,KOTAKBANK,LT,MARUTI,M&M,NESTLEIND,NTPC,ONGC,POWERGRID,RELIANCE,SBIN,SHREECEM,SUNPHARMA,TATAMOTORS,TATASTEEL,TCS,TECHM,TITAN,ULTRACEMCO,UPL,VEDL,WIPRO,ZEEL
2015-01-02,-0.0006258228668207799,0.03457246550737758,0.022363582691567352,-0.00016308233985518061,-0.008510765878794735,-0.015987088039510877,-0.014981626155716854,0.025689352349508532,0.0027848503055545315,0.00447312790852461,0.0033950793782120403,-0.011813409970633959,0.004522745623399382,0.027391156535054417,-0.0009658961326625137,0.013917336452801132,0.0,-0.0023506810449728244,0.010413437595788722,-0.003296196136545859,0.028385168674567973,0.0048029857316040925,0.01965150236934754,-0.005498606141756457,0.003129533291150066,0.003049109567528685,0.010289268626561432,0.02108846123201147,0.005642474790466201,-0.01002386639555064,0.002144652026151217,0.013689052106795385,0.014967273371724765,0.012034965886424276,-0.0026467356194123104,0.00398089171974525,-0.00550777283386783,0.004925793885720564,0.026784378856583357,0.015578668092225856,0.013309402266162396,0.004893347642412893,0.00789889440869418,0.02989675029342731,0.03117682018612067,0.013911074352373154,0.008872859036775704,0.008604712456875774
2015-01-05,0.013934496960712917,-6.449621799375915e-05,0.006319269059186228,0.0036504338418985594,-0.013287400868410626,-0.0026134124035843698,0.0019413043834990429,0.0006919840962573698,0.004522693764215102,-0.003929273084479323,-0.022660955551308093,0.004541837952526162,0.00315092947935125,0.003761457715327543,-0.016819830463311813,-0.008442933266310404,0.0,0.006875118303509176,-0.020299811843221605,0.005754316443804974,0.0020676204065748216,0.0039219893076642975,-0.008593248150906452,0.010759133406596177,0.003938351343845126,-0.0023850465438375323,-0.004010929543001751,0.01390869006775275,0.026253110075037167,-0.005062730672915294,0.0005369821280503118,-0.0027673222025443867,0.01131011843192864,0.0010810370917793133,-0.010953658563314095,-0.007930214115781098,-0.002503842520232502,0.000605143721633894,0.02344543223498463,0.014483678226819618,-0.015197078459793123,-0.016682760124083207,0.008098239818106201,0.0020421769141145685,-0.018591924699228546,-0.01124606372325565,0.0017943613421438354,-0.002493797549781851
2015-01-06,-0.006022179626207769,-0.023870967741935534,-0.03574533945772296,-0.007802638091950698,-0.02311907262635926,-0.0025912064418721625,-0.010068871118151912,0.0010905385295365555,-0.02946291376629151,-0.0007889225324622107,-0.02631490791685942,-0.026045319255140087,-0.031617239640639117,-0.03813239122667644,-0.026705606493553136,-0.015567073117073615,0.0,-0.033660320345944905,-0.021995614107623074,0.018939924563018185,-0.04241845636327235,-0.025271580745766076,-0.020892866742876604,-0.011088113142067035,-0.025691653361910594,-0.03647109399476689,-0.011923073289998642,-0.0333548408430554,-0.015241617287518272,-0.0055808010425644206,-0.013907101771829966,-0.033333333333333326,-0.05663179176137001,-0.022318149610840665,-0.04538448490953895,-0.041087149811400825,-0.024315934884704293,-0.022013924653197736,-0.0427639199369767,-0.04847544711147467,-0.03686261650005962,-0.010727990364463702,-0.034205705877761505,-0.028059779046377464,-0.04845375875147351,-0.04890809759210346,-0.023375726833699484,-0.03184212132504116
2015-01-07,-0.002330278035659772,0.02009254753077494,-0.0008015106828344054,0.002334610350962496,-0.0008538766905165085,0.020359929002990773,0.009072981129021551,0.060497355921649065,-0.003906508463058511,-0.013817607136012766,-0.00859555291433678,0.013824978117201736,-0.025470904956782503,0.012579042913170468,-0.02376147424003261,0.002918546033430669,0.0,-0.013385700246424603,-0.02933507287514392,0.03511038050656734,-0.027037330331706855,-0.00807867235696147,0.004785616116529834,0.0017939170699330376,-0.018599600942464378,-0.015422780346851184,0.01610262900642745,-0.002393429363490629,0.012517487666592997,0.010316510335601992,0.004186205968274681,0.024068963938745913,0.014709582175756353,0.014359329193085468,0.021767746368221763,0.0008336112207001367,-0.0013606361485066776,0.0015459773902315455,-0.015058087663406883,-0.0191682473720437,-0.011812370363289193,-0.00467152435892404,0.0050979174517142845,-0.0039504412650115395,-0.017934330152737488,-0.00023919182505549585,-0.007609954567435517,-0.008290263233401762
2015-01-08,0.04188720471440033,0.06304258469527468,0.0066179050455015265,0.0013075969416975752,0.04985551875434324,-0.001702143336934303,0.050627270988988116,-0.013303293913628833,0.010213252512993654,0.012676807700170212,0.008916852491327676,-0.005762083507355409,0.023399654589724372,0.0021796953429895627,0.023139553085568254,0.02100526517030432,0.0,0.003345589686964301,0.0245131585284748,0.018892583760645287,0.027200044461382022,0.00852326522628477,0.005039844161961016,0.025220153752856245,0.0250318592773211,0.010129975298811766,0.05438460433665937,0.006367893603472119,0.010981019562213756,0.010987175512505276,0.004383902174219356,0.01683615060848198,0.01109301695124576,0.00435576118704617,-0.014339225301462477,0.015658878236233464,0.010784421888790918,0.011113855440438636,0.03675326686961378,0.015556494692808398,0.01079542465292227,0.01673587724186465,-0.0045382065652221915,0.025337832411628014,0.03018103919063031,0.0071770334928229484,0.007205086197989541,-0.0009593150545715856
2015-01-09,-0.010162887522173203,-0.009569056889811689,-0.013945611773613864,-0.030423525815600483,-0.008218403826144138,-0.011347818539495624,0.002581132004091158,-0.012136859098299091,0.0228889729852797,-0.011595794630418266,0.03179727960323464,-0.00907642336656389,0.010565578891664762,-0.005957514360601879,0.0073336067046299025,0.011193500649223864,0.0,0.0027647453083110562,0.01606028776945312,0.05819715868476005,-0.01611770634706544,0.004131698688535135,0.05117945854157813,-0.0052401391352802085,-0.01517801056974255,-0.008952166360662317,0.015141853868003041,-0.006486569204026238,-0.002100431255394941,0.00048478959096098784,0.013633930859045407,-0.03242764274813059,0.026914803315928992,0.0007227382747765354,0.021673297624329457,-0.005412477820072925,0.0028978966559336516,0.013739619159403915,0.020115864710723796,0.011900609251826566,0.028030116470800337,0.044300622372893006,0.0,0.0006966751061951992,-0.0013521751581606622,-0.012826588827753893,0.015598794079701772,-0.01015092512217064
2015-01-12,-0.008153349657911035,-0.005846153846153834,0.013334630615539522,-0.017614788785510815,-0.008989994089246833,-0.003434725704910435,-0.004340921714426238,-0.006837016652591399,-0.002530205815940656,-0.0458605045974505,0.013733469404290766,0.00807398199454834,-0.011598638813531625,0.009106536009885646,0.019410540675492527,-0.00881467371074851,0.0,-0.018414269414738116,-0.025161250945060498,0.03701133576636262,0.013746377686845612,0.03422694788906644,0.02000532191651594,-0.0064384317484258435,0.0026646269711425585,-0.012093375746727197,0.007384583701605774,0.022626158822490305,-0.001528184332721061,-0.004199605376299376,0.011962999393313689,-0.0017796807110629365,-0.009401696360009315,-0.014084485310398409,-0.011623852309534777,0.012862776185580627,0.001496468366539938,0.0063249202785475855,0.0,-0.007256522037423774,-0.0010349471025417056,0.02747696863077498,0.010458551784173764,-0.01064357733112764,-0.005267063412947581,-0.007459109860415869,0.004605799858544479,0.0002771787885229582
2015-01-13,-0.016593125299066647,0.03231194749110178,0.005881791005543535,-0.004241603403491889,0.014790566160917784,0.0130300167916797,-0.01013007061014648,0.0007246503178377495,0.008957628876833157,0.00936148119708724,0.005019907290124026,-0.003937352297528229,-0.004884002728494652,0.032251416807282496,0.005108034278040963,-0.0038260816439028567,0.0,-0.01496346888417388,0.003970819460559882,-0.01343964769248851,-0.01630248576170923,-0.004762206460785845,-0.012782968072982959,0.0019145622871410417,0.006287541829160137,-0.007244913323993907,0.016010175909463964,-0.009581529047644533,0.0015449761203403245,0.012814313729217375,0.03897720047096831,-0.007499978583260791,-0.022290799733662436,-0.0047618600475045625,-0.008408753947491632,-0.0065125365035839655,0.003243906148203468,-0.0026337989215636792,-0.005455234583827573,-0.01323283146989429,-0.004701776729371665,0.0025781037241285887,-0.0122080035428902,0.04377289524664918,0.04279945062819257,-0.007999970407197132,0.013399289202788767,0.002355240005239345
2015-01-14,0.025541795665634748,0.010553515723186635,-0.009712574621376313,0.016931221488828196,-0.02506898925265011,0.08353431593571381,-0.026659723115291634,0.00654289037670619,-0.007856693601801079,0.005537098373223914,-0.004684597452578765,0.0023176796201704875,-0.003853250686469245,0.005766460408730634,-0.0030310222479237314,0.0005709750786990764,0.0,0.0034045685823616,-0.06295321848303093,0.04465547515133217,-0.011732432321184927,-0.010720745712825552,0.019028219988139528,-0.01308241002293642,-0.034157118231064265,-0.025366190965789293,-0.001256326545349129,-0.000987166831194486,0.013767750306350468,-0.009489187374207897,0.01000799688589038,-0.008636175224379317,0.012063595513788217,0.0014721894682121484,-0.00972544857924873,-0.0013110255276385097,0.0033037618160365323,-0.014944126199401997,0.0017317549368436325,-0.03741863357838471,0.009624100245147371,0.011028902690896292,-0.0016120528851081284,0.032056092835284655,0.03901533195218421,-0.08064515888456014,-0.02050039827104644,-0.004975778280494114
2015-01-15,-0.001962245725235845,-0.003916274529772501,0.0289231015070468,0.023059510937804006,0.027786715845178778,0.022854039537042015,0.017262570468108196,-0.006114963189784439,0.010532092368981782,0.01445484532915553,0.010067809188225585,0.019799790697576425,0.0030511725885484786,0.028413380000251953,0.009151252596932169,0.030345470753339265,0.0,0.016362101652079408,-0.00175870566819758,-0.0027054813408645684,0.04734338160577467,0.01677579227614001,0.0026308237857299854,0.001042524793599453,0.029038205442667664,0.002788580232078397,0.006613048853572723,0.03668972814507132,0.031228682829387067,0.03326733177448071,0.004018077605315584,0.010523383032200684,0.007119575066079964,0.050716602291140056,0.03509190653883554,0.05119781739732243,0.07682669495644467,0.006397367749727989,0.024213918720484173,0.02096151377944233,0.00680434770402627,-0.003493380427151971,0.011571549306624407,0.059886190530145766,0.012005880895695986,0.008506064820891446,0.013682418647155359,0.02625359457973242
